,Event,Xintent,Xemotion,Otheremotion
1303,PersonX считает отдельно ___,"[""чтобы сделать хороший анализ""]","[""немного смущает слишком много вопросов""]","[""нет""]"
1304,PersonX считает отдельно ___,"[""чтобы узнать, что qsepersonx считает отдельно система быстро, так что он разделил все на мелкие части""]","[""вам четкое представление о этой системе, потому что он отделил большие вещи на отдельные части""]","[""нет""]"
1305,PersonX уменьшает частоту и ___,"[""других, чтобы быть удобной""]","[""успешный""]","[""удобные""]"
1306,PersonX восстанавливает ___ за нарушение,"[""чтобы остановить кровь"", ""помогают компании""]","[""надежды"", ""находчивый"", ""accomidating""]","[""благодарные"", ""беременные""]"
1307,PersonX отправляет деньги ___,"[""быть щедрым"", ""сохранить свои деньги"", ""поддержка других""]","[""щедрый"", ""бережливый""]","[""спасибо""]"
1308,PersonX отправляет деньги ___,"[""чтобы быть хорошим, чтобы показать""]","[""дружнее""]","[""нет""]"
1309,PersonX рисует ___ от данных,"[""анализировать"", ""учиться"", ""изучать""]","[""знающий"", ""продуктивный""]","[""нет""]"
1310,PersonX рисует ___ от данных,"[""чтобы разобраться""]","[""мудрецы""]","[""нет""]"
1311,PersonX нравится ___ лучше,"[""иметь предпочтения""]","[""довольный""]","[""нет""]"
1312,PersonX спасает ___ от смерти,"[""пациента от смерти""]","[""великое дело""]","[""нет""]"
1313,PersonX спасает ___ от смерти,"[""чтобы помочь кому-то""]","[""улучшенный""]","[""счастливая""]"
1314,PersonX спасает ___ от смерти,"[""чтобы спасти кого-то""]","[""гордый""]","[""спас""]"
1315,PersonX вводит ___ в выводах,"[""я такой находки""]","[""счастье""]","[""нет""]"
1316,PersonX вводит ___ в выводах,"[""нет""]","[""обязан""]","[""обязан""]"
1317,PersonX приносит персоны в ___ вместе,"[""чтобы быть хорошим персоны""]","[""теплый""]","[""великий""]"
